case_folding,tokenized_text
tolonglah maxim selama saya pesan makan di aplikasi ini baru dua kali berhasil jarang sekali yang mau terima orderan,"['tolonglah', 'maxim', 'selama', 'saya', 'pesan', 'makan', 'di', 'aplikasi', 'ini', 'baru', 'dua', 'kali', 'berhasil', 'jarang', 'sekali', 'yang', 'mau', 'terima', 'orderan']"
susah banget nyari alamat nya,"['susah', 'banget', 'nyari', 'alamat', 'nya']"
sangaat hmmmmmm,"['sangaat', 'hmmmmmm']"
up,['up']
untuk pelayanan si lumayan ok cept jg respon nya tp saldo vocer yg di kasi sama sekali gak bisa ke pake pdhl saldo sudah terptong,"['untuk', 'pelayanan', 'si', 'lumayan', 'ok', 'cept', 'jg', 'respon', 'nya', 'tp', 'saldo', 'vocer', 'yg', 'di', 'kasi', 'sama', 'sekali', 'gak', 'bisa', 'ke', 'pake', 'pdhl', 'saldo', 'sudah', 'terptong']"
saya top up rb tetapi tidak masuk,"['saya', 'top', 'up', 'rb', 'tetapi', 'tidak', 'masuk']"
hoax,['hoax']
mapnya kotak kotak doang kocak,"['mapnya', 'kotak', 'kotak', 'doang', 'kocak']"
niat hati igin coba pake jasa maxim tp cukup sekali pakai maxim harga yang tertera pada aplikasi tidak sesuai saat pembayaran ke driver nya driver nya minta tambahan bayar karna jarak driver menjemput saya terlalu jauh kata nya luruskan dulu sistem nya maxim sama driver nya di perbolehkan tidak seperti ini ke pelanggan mnta tambahan biaya ac tidak di nyalakan malah di suruh membuka jendela sangat sangat tidak nyaman gak tau ini apa emang standar nya seperti ini ya,"['niat', 'hati', 'igin', 'coba', 'pake', 'jasa', 'maxim', 'tp', 'cukup', 'sekali', 'pakai', 'maxim', 'harga', 'yang', 'tertera', 'pada', 'aplikasi', 'tidak', 'sesuai', 'saat', 'pembayaran', 'ke', 'driver', 'nya', 'driver', 'nya', 'minta', 'tambahan', 'bayar', 'karna', 'jarak', 'driver', 'menjemput', 'saya', 'terlalu', 'jauh', 'kata', 'nya', 'luruskan', 'dulu', 'sistem', 'nya', 'maxim', 'sama', 'driver', 'nya', 'di', 'perbolehkan', 'tidak', 'seperti', 'ini', 'ke', 'pelanggan', 'mnta', 'tambahan', 'biaya', 'ac', 'tidak', 'di', 'nyalakan', 'malah', 'di', 'suruh', 'membuka', 'jendela', 'sangat', 'sangat', 'tidak', 'nyaman', 'gak', 'tau', 'ini', 'apa', 'emang', 'standar', 'nya', 'seperti', 'ini', 'ya']"
aplikasi terlalu bebas dan tidak terbatas jadi banyak driver tanpa atribut dan menyalah gunakan profesi driver untuk tindak kejahatan keamanan dan standard nya maxim tidak ada jadi untuk segi keamanan kurang,"['aplikasi', 'terlalu', 'bebas', 'dan', 'tidak', 'terbatas', 'jadi', 'banyak', 'driver', 'tanpa', 'atribut', 'dan', 'menyalah', 'gunakan', 'profesi', 'driver', 'untuk', 'tindak', 'kejahatan', 'keamanan', 'dan', 'standard', 'nya', 'maxim', 'tidak', 'ada', 'jadi', 'untuk', 'segi', 'keamanan', 'kurang']"
aneh naik maxim harga awal rb pas tengah jalan tiba naik jadi rb tanpa sepengetahuan saya hadiah dari saya bintang aja deh buat maxim,"['aneh', 'naik', 'maxim', 'harga', 'awal', 'rb', 'pas', 'tengah', 'jalan', 'tiba', 'naik', 'jadi', 'rb', 'tanpa', 'sepengetahuan', 'saya', 'hadiah', 'dari', 'saya', 'bintang', 'aja', 'deh', 'buat', 'maxim']"
apk tolol,"['apk', 'tolol']"
bingung banget pertama x naik maxim itu pun di orderin lewat hp sodara order maxim dgn jarak km detail harga di aplikasi penumpang begitu sampai lokasi pengemudi bilang harga rb tertera d aplikasi,"['bingung', 'banget', 'pertama', 'x', 'naik', 'maxim', 'itu', 'pun', 'di', 'orderin', 'lewat', 'hp', 'sodara', 'order', 'maxim', 'dgn', 'jarak', 'km', 'detail', 'harga', 'di', 'aplikasi', 'penumpang', 'begitu', 'sampai', 'lokasi', 'pengemudi', 'bilang', 'harga', 'rb', 'tertera', 'd', 'aplikasi']"
minimal driver jangan tolol ngertilah pakai gps,"['minimal', 'driver', 'jangan', 'tolol', 'ngertilah', 'pakai', 'gps']"
aplikasinya tidak punya fitur chat cs keluhan pelanggan dan chat online,"['aplikasinya', 'tidak', 'punya', 'fitur', 'chat', 'cs', 'keluhan', 'pelanggan', 'dan', 'chat', 'online']"
titik ga bisa dicari mau masuk pun kode otp tidak bisa,"['titik', 'ga', 'bisa', 'dicari', 'mau', 'masuk', 'pun', 'kode', 'otp', 'tidak', 'bisa']"
kecewa banget gak bisa daftar akun hapuuus,"['kecewa', 'banget', 'gak', 'bisa', 'daftar', 'akun', 'hapuuus']"
terima kasih sdh antar sampai ke tempat tujuan,"['terima', 'kasih', 'sdh', 'antar', 'sampai', 'ke', 'tempat', 'tujuan']"
aplikasi transportasi yang bikin nge jatohin harga argo tidak sesuai dengan kilometer cousteumer bayar ke maxim mahal giliran maxim bayar ke drivernya murah banget gila udh gitu tidak ada asuransi jiwasraya terjadi nya kecelakaan lalu lintas terhadap driver dan cousteumer nyamaxim perusahaan rusia ter tolol di dunia,"['aplikasi', 'transportasi', 'yang', 'bikin', 'nge', 'jatohin', 'harga', 'argo', 'tidak', 'sesuai', 'dengan', 'kilometer', 'cousteumer', 'bayar', 'ke', 'maxim', 'mahal', 'giliran', 'maxim', 'bayar', 'ke', 'drivernya', 'murah', 'banget', 'gila', 'udh', 'gitu', 'tidak', 'ada', 'asuransi', 'jiwasraya', 'terjadi', 'nya', 'kecelakaan', 'lalu', 'lintas', 'terhadap', 'driver', 'dan', 'cousteumer', 'nyamaxim', 'perusahaan', 'rusia', 'ter', 'tolol', 'di', 'dunia']"
kode otp lama banget masuk nya kecewa berat,"['kode', 'otp', 'lama', 'banget', 'masuk', 'nya', 'kecewa', 'berat']"
kecewa sayasaya yang menunggu jemputan driver malah saya yang bayar nunggu hampir satu jam malh kenak biaya mending klo saya yang meminta tunggu ini penjemputan saya saja blom malah disuruh bayar yang ada pelanggan di kasih kopetitas soalnya sudah menunggu driver hampir satu jam,"['kecewa', 'sayasaya', 'yang', 'menunggu', 'jemputan', 'driver', 'malah', 'saya', 'yang', 'bayar', 'nunggu', 'hampir', 'satu', 'jam', 'malh', 'kenak', 'biaya', 'mending', 'klo', 'saya', 'yang', 'meminta', 'tunggu', 'ini', 'penjemputan', 'saya', 'saja', 'blom', 'malah', 'disuruh', 'bayar', 'yang', 'ada', 'pelanggan', 'di', 'kasih', 'kopetitas', 'soalnya', 'sudah', 'menunggu', 'driver', 'hampir', 'satu', 'jam']"
udah nunggu lama malah di cancel hadehh,"['udah', 'nunggu', 'lama', 'malah', 'di', 'cancel', 'hadehh']"
tidak memuaskanlama dapat orderandan gak bisa di batalin pilihan nya mana cuman untuk mengubah orderan lagi saya mengorder makanan,"['tidak', 'memuaskanlama', 'dapat', 'orderandan', 'gak', 'bisa', 'di', 'batalin', 'pilihan', 'nya', 'mana', 'cuman', 'untuk', 'mengubah', 'orderan', 'lagi', 'saya', 'mengorder', 'makanan']"
awalnya dri kastamer nyoba ikut jdi driver setelah menyimak di percakapan umum area bali driver nya ternyata saling makan teman sendiri alias rasis dan menghina sesama driver maxim ke sesama driver dengan kalian berkelakuan seperti itu kastamer akan meninggalkan maxim itu sendiri lebih baik sama memakai jasa aplikasi lain klo kelakuan para driver di balinya sangat minus kalau developer tidak percaya silahkan masuk ke percakapan umum di area balilihat sendiri etika mines drivernya,"['awalnya', 'dri', 'kastamer', 'nyoba', 'ikut', 'jdi', 'driver', 'setelah', 'menyimak', 'di', 'percakapan', 'umum', 'area', 'bali', 'driver', 'nya', 'ternyata', 'saling', 'makan', 'teman', 'sendiri', 'alias', 'rasis', 'dan', 'menghina', 'sesama', 'driver', 'maxim', 'ke', 'sesama', 'driver', 'dengan', 'kalian', 'berkelakuan', 'seperti', 'itu', 'kastamer', 'akan', 'meninggalkan', 'maxim', 'itu', 'sendiri', 'lebih', 'baik', 'sama', 'memakai', 'jasa', 'aplikasi', 'lain', 'klo', 'kelakuan', 'para', 'driver', 'di', 'balinya', 'sangat', 'minus', 'kalau', 'developer', 'tidak', 'percaya', 'silahkan', 'masuk', 'ke', 'percakapan', 'umum', 'di', 'area', 'balilihat', 'sendiri', 'etika', 'mines', 'drivernya']"
delivery dibuat auto aja min kalo udah di buat auto tak ganti b biar cepet dapet orderan delivery express mu gak ada penggunanya,"['delivery', 'dibuat', 'auto', 'aja', 'min', 'kalo', 'udah', 'di', 'buat', 'auto', 'tak', 'ganti', 'b', 'biar', 'cepet', 'dapet', 'orderan', 'delivery', 'express', 'mu', 'gak', 'ada', 'penggunanya']"
aplikasi scam promosiin mulu saldo gratis tp gapernah bisa kepakai,"['aplikasi', 'scam', 'promosiin', 'mulu', 'saldo', 'gratis', 'tp', 'gapernah', 'bisa', 'kepakai']"
saldo gak masuk aplikasi gak jelas jelek emang paling gampang gojek atau grab perbaiki lagi,"['saldo', 'gak', 'masuk', 'aplikasi', 'gak', 'jelas', 'jelek', 'emang', 'paling', 'gampang', 'gojek', 'atau', 'grab', 'perbaiki', 'lagi']"
admin saldo ewallet kaspro saya kok blm masuk melalui tf bank cimb ya,"['admin', 'saldo', 'ewallet', 'kaspro', 'saya', 'kok', 'blm', 'masuk', 'melalui', 'tf', 'bank', 'cimb', 'ya']"
pas isi e wallet maxim tf nya udah berhasil tapi gk masuk mau coba hubungi maxim di apk gk ada respon sampai sekarang kecewa sih jadi no recomend buat pembayarantop up e wallet maxim pasti gagal terus uang nya gk tau kemana deh aneh,"['pas', 'isi', 'e', 'wallet', 'maxim', 'tf', 'nya', 'udah', 'berhasil', 'tapi', 'gk', 'masuk', 'mau', 'coba', 'hubungi', 'maxim', 'di', 'apk', 'gk', 'ada', 'respon', 'sampai', 'sekarang', 'kecewa', 'sih', 'jadi', 'no', 'recomend', 'buat', 'pembayarantop', 'up', 'e', 'wallet', 'maxim', 'pasti', 'gagal', 'terus', 'uang', 'nya', 'gk', 'tau', 'kemana', 'deh', 'aneh']"
aplikasi sudah bagus tapi tolong jangan bekerjasama dengan kaspro,"['aplikasi', 'sudah', 'bagus', 'tapi', 'tolong', 'jangan', 'bekerjasama', 'dengan', 'kaspro']"
aplikasi bodong gk jelas,"['aplikasi', 'bodong', 'gk', 'jelas']"
pertama isi saldo ke maxim wallet lama bgt masuk nya sampai berhari hari abis itu di kirim nya juga ga sesuai saldo nya seperti pas saya top up dan top up yang ke dua tidak masuk sama sekali saldo nya sangat tidak memuaskan,"['pertama', 'isi', 'saldo', 'ke', 'maxim', 'wallet', 'lama', 'bgt', 'masuk', 'nya', 'sampai', 'berhari', 'hari', 'abis', 'itu', 'di', 'kirim', 'nya', 'juga', 'ga', 'sesuai', 'saldo', 'nya', 'seperti', 'pas', 'saya', 'top', 'up', 'dan', 'top', 'up', 'yang', 'ke', 'dua', 'tidak', 'masuk', 'sama', 'sekali', 'saldo', 'nya', 'sangat', 'tidak', 'memuaskan']"
aplikasi jelek mending si ijo sebelah,"['aplikasi', 'jelek', 'mending', 'si', 'ijo', 'sebelah']"
susah login,"['susah', 'login']"
top up lama masuk ngisi alamat dengan nama jalan susah,"['top', 'up', 'lama', 'masuk', 'ngisi', 'alamat', 'dengan', 'nama', 'jalan', 'susah']"
belum gunakannya jd cukup bintang,"['belum', 'gunakannya', 'jd', 'cukup', 'bintang']"
ngisi saldo wallet kaspro berapa eh yang masuk berapa hadeh,"['ngisi', 'saldo', 'wallet', 'kaspro', 'berapa', 'eh', 'yang', 'masuk', 'berapa', 'hadeh']"
maps nya ga jelas cape nyari nyari alamat ga ketemu ktemu,"['maps', 'nya', 'ga', 'jelas', 'cape', 'nyari', 'nyari', 'alamat', 'ga', 'ketemu', 'ktemu']"
mohon bantuannya kirim kode otp nya ke nomor telepon saya sukses selalu ya utk maxim tks,"['mohon', 'bantuannya', 'kirim', 'kode', 'otp', 'nya', 'ke', 'nomor', 'telepon', 'saya', 'sukses', 'selalu', 'ya', 'utk', 'maxim', 'tks']"
saat ingin memesan food hanya muncul tampilan putih saja,"['saat', 'ingin', 'memesan', 'food', 'hanya', 'muncul', 'tampilan', 'putih', 'saja']"
hancur tak berpihak pada driver,"['hancur', 'tak', 'berpihak', 'pada', 'driver']"
sk gubernur tidak dijalankan,"['sk', 'gubernur', 'tidak', 'dijalankan']"
mau masuk ke maxim gk bisa bisa kodenya padahal nomor sudah benarrgak guna aplikasinya,"['mau', 'masuk', 'ke', 'maxim', 'gk', 'bisa', 'bisa', 'kodenya', 'padahal', 'nomor', 'sudah', 'benarrgak', 'guna', 'aplikasinya']"
pengalaman saya pesan maxim bbrpa kali karna harga lebih murah dr apk ojol lain tp pelayanan driver sangat sangat burukk dan tidak sopanntdk akan pesan maxim lagi lebih baik bayar mahal dapat kualitas bagus,"['pengalaman', 'saya', 'pesan', 'maxim', 'bbrpa', 'kali', 'karna', 'harga', 'lebih', 'murah', 'dr', 'apk', 'ojol', 'lain', 'tp', 'pelayanan', 'driver', 'sangat', 'sangat', 'burukk', 'dan', 'tidak', 'sopanntdk', 'akan', 'pesan', 'maxim', 'lagi', 'lebih', 'baik', 'bayar', 'mahal', 'dapat', 'kualitas', 'bagus']"
ini gimana sih mau log in susah bangett nomer kode nya ga kekirim kirim kalo udah butut tutup aja apk nya,"['ini', 'gimana', 'sih', 'mau', 'log', 'in', 'susah', 'bangett', 'nomer', 'kode', 'nya', 'ga', 'kekirim', 'kirim', 'kalo', 'udah', 'butut', 'tutup', 'aja', 'apk', 'nya']"
masukkan utk kassprokasswalletnya sgr diperbaiki lgsosialisasikan lg ttg kasspro ke pengemudi krn bnyk pengemudi yg tdk paham dg kassprokasswallethny krn pengemudi tdk paham kasspro jd mengecewakan pengguna trm ksh,"['masukkan', 'utk', 'kassprokasswalletnya', 'sgr', 'diperbaiki', 'lgsosialisasikan', 'lg', 'ttg', 'kasspro', 'ke', 'pengemudi', 'krn', 'bnyk', 'pengemudi', 'yg', 'tdk', 'paham', 'dg', 'kassprokasswallethny', 'krn', 'pengemudi', 'tdk', 'paham', 'kasspro', 'jd', 'mengecewakan', 'pengguna', 'trm', 'ksh']"
petanya anehgak bisa lihat posisi orang yang mesan,"['petanya', 'anehgak', 'bisa', 'lihat', 'posisi', 'orang', 'yang', 'mesan']"
kecewa saldo saya tersedot banyak saat pembayaran ewallet maxim kaspro akhirnya saya melakukan pembayarab double yaitu cash dan saldo tersedot ewallet kaspro,"['kecewa', 'saldo', 'saya', 'tersedot', 'banyak', 'saat', 'pembayaran', 'ewallet', 'maxim', 'kaspro', 'akhirnya', 'saya', 'melakukan', 'pembayarab', 'double', 'yaitu', 'cash', 'dan', 'saldo', 'tersedot', 'ewallet', 'kaspro']"
saya baru selesai top up maxim wallet dan saya melakukan nya dari app ovo pengiriman berhasil tapi saldo maxim wallet tetap kosong,"['saya', 'baru', 'selesai', 'top', 'up', 'maxim', 'wallet', 'dan', 'saya', 'melakukan', 'nya', 'dari', 'app', 'ovo', 'pengiriman', 'berhasil', 'tapi', 'saldo', 'maxim', 'wallet', 'tetap', 'kosong']"
vertikasi nelpon sms susah gak keluar apaan coba,"['vertikasi', 'nelpon', 'sms', 'susah', 'gak', 'keluar', 'apaan', 'coba']"
aplikasi tolol order makanan tapi ga bisa dibatalkan anjinglah tolong maksimalkan aplikasinya dulu baru terbitkan layanan ke publik,"['aplikasi', 'tolol', 'order', 'makanan', 'tapi', 'ga', 'bisa', 'dibatalkan', 'anjinglah', 'tolong', 'maksimalkan', 'aplikasinya', 'dulu', 'baru', 'terbitkan', 'layanan', 'ke', 'publik']"
kerja,['kerja']
order telah dipenuhi oleh elizaman natalis gea dengan daihatsu sigra warna putih nopol bkaes terima kasih atas perjalanan anda rating,"['order', 'telah', 'dipenuhi', 'oleh', 'elizaman', 'natalis', 'gea', 'dengan', 'daihatsu', 'sigra', 'warna', 'putih', 'nopol', 'bkaes', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']"
aplikasi tek,"['aplikasi', 'tek']"
kentut di buuulan,"['kentut', 'di', 'buuulan']"
untuk wilayah bali minta tolong kepada maxim sebelum menerima driver tolong kasih training dulu karena banyak driver maxim car yg dibali mengemudi nya berbahaya dan mereka juga kalau bicara seperti tidak ada attitude,"['untuk', 'wilayah', 'bali', 'minta', 'tolong', 'kepada', 'maxim', 'sebelum', 'menerima', 'driver', 'tolong', 'kasih', 'training', 'dulu', 'karena', 'banyak', 'driver', 'maxim', 'car', 'yg', 'dibali', 'mengemudi', 'nya', 'berbahaya', 'dan', 'mereka', 'juga', 'kalau', 'bicara', 'seperti', 'tidak', 'ada', 'attitude']"
di baguskan lagi aplikasi maxim nya,"['di', 'baguskan', 'lagi', 'aplikasi', 'maxim', 'nya']"
apk gak smart,"['apk', 'gak', 'smart']"
ok mntap,"['ok', 'mntap']"
ribet aplikasinya di kota medan udah nunggu driver udah dekat tiba hilang lagi muncul lagi driver lain gitu lagi gak ada kepastian dalam menunggu titik jemput juga tidak sesuai dengan yg dipilih ribet pokoknya,"['ribet', 'aplikasinya', 'di', 'kota', 'medan', 'udah', 'nunggu', 'driver', 'udah', 'dekat', 'tiba', 'hilang', 'lagi', 'muncul', 'lagi', 'driver', 'lain', 'gitu', 'lagi', 'gak', 'ada', 'kepastian', 'dalam', 'menunggu', 'titik', 'jemput', 'juga', 'tidak', 'sesuai', 'dengan', 'yg', 'dipilih', 'ribet', 'pokoknya']"
jelek,['jelek']
jangan pake maxim drivernya arogan preman semua,"['jangan', 'pake', 'maxim', 'drivernya', 'arogan', 'preman', 'semua']"
apk taexxxxx,"['apk', 'taexxxxx']"
ada orang kasi kode promo rb tapi pas kita pakai malah tetap bayar mana rb lagi sempat orang yang punya uang gmna coba minimal g usah kasi promo kalo tidak bisa di pakai,"['ada', 'orang', 'kasi', 'kode', 'promo', 'rb', 'tapi', 'pas', 'kita', 'pakai', 'malah', 'tetap', 'bayar', 'mana', 'rb', 'lagi', 'sempat', 'orang', 'yang', 'punya', 'uang', 'gmna', 'coba', 'minimal', 'g', 'usah', 'kasi', 'promo', 'kalo', 'tidak', 'bisa', 'di', 'pakai']"
kalau pagi dapat driver nya lama,"['kalau', 'pagi', 'dapat', 'driver', 'nya', 'lama']"
driver milih harga tolong lah ini di tindak lanjuti para driver nya kalau gak cocok sama kerjaan nya gak usa di jadikan driver kekgini kan malah kami yg susah biasa nya gampang driver ini malah x blkngan ini susah dapat driver padahal driver terdekat banyak tapi gak mau di ambil orderan nya,"['driver', 'milih', 'harga', 'tolong', 'lah', 'ini', 'di', 'tindak', 'lanjuti', 'para', 'driver', 'nya', 'kalau', 'gak', 'cocok', 'sama', 'kerjaan', 'nya', 'gak', 'usa', 'di', 'jadikan', 'driver', 'kekgini', 'kan', 'malah', 'kami', 'yg', 'susah', 'biasa', 'nya', 'gampang', 'driver', 'ini', 'malah', 'x', 'blkngan', 'ini', 'susah', 'dapat', 'driver', 'padahal', 'driver', 'terdekat', 'banyak', 'tapi', 'gak', 'mau', 'di', 'ambil', 'orderan', 'nya']"
tolong diperbaiki sikap sifat drivernya khusus kota medan istri saya pesan jco malah diminta nomor wa tiba gak dikasih nomor wa malah disuruh membatalkan pesanan,"['tolong', 'diperbaiki', 'sikap', 'sifat', 'drivernya', 'khusus', 'kota', 'medan', 'istri', 'saya', 'pesan', 'jco', 'malah', 'diminta', 'nomor', 'wa', 'tiba', 'gak', 'dikasih', 'nomor', 'wa', 'malah', 'disuruh', 'membatalkan', 'pesanan']"
gimananini sms otp gak masuk masuk,"['gimananini', 'sms', 'otp', 'gak', 'masuk', 'masuk']"
saya baru dapat driver kirim paket total pembayaran ribu tapi mintanya rb itu bagaimana yah,"['saya', 'baru', 'dapat', 'driver', 'kirim', 'paket', 'total', 'pembayaran', 'ribu', 'tapi', 'mintanya', 'rb', 'itu', 'bagaimana', 'yah']"
driver mobil maxim nakal skrng order dri pikstasiun kota orang masuk mobil dibilang kebanyakan maximal hanya orang saja dan minta ongkos lebih pemilihan jalan yg buruk tanpa bilang mlh masuk tol bayar k yg akhirnya membengkaknya tarif yg tadinya k menjadi k gini amat driver maxim sekarang,"['driver', 'mobil', 'maxim', 'nakal', 'skrng', 'order', 'dri', 'pikstasiun', 'kota', 'orang', 'masuk', 'mobil', 'dibilang', 'kebanyakan', 'maximal', 'hanya', 'orang', 'saja', 'dan', 'minta', 'ongkos', 'lebih', 'pemilihan', 'jalan', 'yg', 'buruk', 'tanpa', 'bilang', 'mlh', 'masuk', 'tol', 'bayar', 'k', 'yg', 'akhirnya', 'membengkaknya', 'tarif', 'yg', 'tadinya', 'k', 'menjadi', 'k', 'gini', 'amat', 'driver', 'maxim', 'sekarang']"
apk goblokkk kok bisa bisa nya akun saya di blokir gara data dan dokumen sama dengan driverorang lain ini kan tidak logis sedangkan tiap driver aja data nya beda lah ini malah dibilang sama datanya sm driver lain pantes aja ni apk ga laku orangorang kantor nya aja tolol begini,"['apk', 'goblokkk', 'kok', 'bisa', 'bisa', 'nya', 'akun', 'saya', 'di', 'blokir', 'gara', 'data', 'dan', 'dokumen', 'sama', 'dengan', 'driverorang', 'lain', 'ini', 'kan', 'tidak', 'logis', 'sedangkan', 'tiap', 'driver', 'aja', 'data', 'nya', 'beda', 'lah', 'ini', 'malah', 'dibilang', 'sama', 'datanya', 'sm', 'driver', 'lain', 'pantes', 'aja', 'ni', 'apk', 'ga', 'laku', 'orangorang', 'kantor', 'nya', 'aja', 'tolol', 'begini']"
order pertama karena butuh cepat datang telatharga juga tidak sesuai aplikasisaat order rb dua porsi ongkos rbpas udah tiba ongkos dan harga barang jadinya padahal harga barangnya cuma rb kalo order manual,"['order', 'pertama', 'karena', 'butuh', 'cepat', 'datang', 'telatharga', 'juga', 'tidak', 'sesuai', 'aplikasisaat', 'order', 'rb', 'dua', 'porsi', 'ongkos', 'rbpas', 'udah', 'tiba', 'ongkos', 'dan', 'harga', 'barang', 'jadinya', 'padahal', 'harga', 'barangnya', 'cuma', 'rb', 'kalo', 'order', 'manual']"
aplikasi scam dikasih saldo gratis dari staff maxim yang pergi ke sekolahan tapi malah gak bisa dipake soalnya pembayaran nontunai masih coming soon katanya saldonya hangus setelah bulan ternyata cuma minggu di bagian food banyak juga yang udah sold out padahal pas liat platform selain maxim masih ada stock pokoknya kecewa banget sama staff dan aplikasinya,"['aplikasi', 'scam', 'dikasih', 'saldo', 'gratis', 'dari', 'staff', 'maxim', 'yang', 'pergi', 'ke', 'sekolahan', 'tapi', 'malah', 'gak', 'bisa', 'dipake', 'soalnya', 'pembayaran', 'nontunai', 'masih', 'coming', 'soon', 'katanya', 'saldonya', 'hangus', 'setelah', 'bulan', 'ternyata', 'cuma', 'minggu', 'di', 'bagian', 'food', 'banyak', 'juga', 'yang', 'udah', 'sold', 'out', 'padahal', 'pas', 'liat', 'platform', 'selain', 'maxim', 'masih', 'ada', 'stock', 'pokoknya', 'kecewa', 'banget', 'sama', 'staff', 'dan', 'aplikasinya']"
aplikasi scam dikasih saldo gratis dari staff maxim yang pergi ke sekolahan tapi malah gak bisa dipake soalnya pembayaran nontunai masih coming soon katanya saldonya hangus setelah bulan ternyata cuma minggu di bagian food banyak juga yang udah sold out padahal pas liat platform selain maxim masih ada stock pokoknya kecewa banget sama staff dan aplikasinya kalo nge scam begini mendingan di hapus aja dari play store,"['aplikasi', 'scam', 'dikasih', 'saldo', 'gratis', 'dari', 'staff', 'maxim', 'yang', 'pergi', 'ke', 'sekolahan', 'tapi', 'malah', 'gak', 'bisa', 'dipake', 'soalnya', 'pembayaran', 'nontunai', 'masih', 'coming', 'soon', 'katanya', 'saldonya', 'hangus', 'setelah', 'bulan', 'ternyata', 'cuma', 'minggu', 'di', 'bagian', 'food', 'banyak', 'juga', 'yang', 'udah', 'sold', 'out', 'padahal', 'pas', 'liat', 'platform', 'selain', 'maxim', 'masih', 'ada', 'stock', 'pokoknya', 'kecewa', 'banget', 'sama', 'staff', 'dan', 'aplikasinya', 'kalo', 'nge', 'scam', 'begini', 'mendingan', 'di', 'hapus', 'aja', 'dari', 'play', 'store']"
