Ulasan,Prediksi Sentimen,Label Prediksi,Label Asli
dear deplover evaluasi dong jenis kendara nya jemput pakai motor supra fit kata ngebut sampe nunggu lebih menit alhasil lambat mau ngejar waktu malah jadi lambat,0.7615382373332977,1.0,1.0
apa apa e wallet kaspro ga berlakudriver malah minta cash money lagijadi bayar kali,0.04323625564575195,0.0,0.0
batal tau,0.5824251472949982,1.0,0.0
terima kasih,0.999135100049898,1.0,1.0
datang baru guna maxim layan baik pertama pakai jasa motor kendara sedia helm tumpang bahaya tumpang terima kasih maxim,0.9997671795717906,1.0,1.0
user gak batal order makan pilih cuma ganti order ganti kemudi akhir user kemudi antem chat aplikasi samasama gabisa batalin order good job banget maxim tahu aja masyarakat indo doyan betumbuk chat,0.11910659074783325,0.0,0.0
fast semua poko ramah kurir,0.9984460413688794,1.0,1.0
tiba tiba buru aplikasi malah down ga bjsa buka sama sekali,0.04298508167266846,0.0,0.0
rama asik ajak bicara baik lha,0.9992085943813436,1.0,1.0
aneh titik jemput tuju gx pernah klo d klik apa d area blm drivery sampe x donlot gx pernah d pake,0.08433663845062256,0.0,0.0
sangat ramah,0.9978517529089004,1.0,1.0
driver sopanmemaki maki kata kotorsangat sesal guna aplikasi,0.17220354080200195,0.0,0.0
bagus,0.9842692036181688,1.0,1.0
supirnya mantap bosque,0.9956985781900585,1.0,1.0
ramah,0.9885368775576353,1.0,1.0
layan bagus cepat tepat,0.9995622240821831,1.0,1.0
mantap nyaman,0.9996778934728354,1.0,1.0
harga awal akhir beda jauh naik hampir kali lipat ngga tau salah tpi klo memang jalan putar sebab driver tau ngga info ngga maaf harga awal k harga akhir k ngga mampir mana ngga buat driver nunggu ngga minta lewat mana karna penting sampe ngga minta ngebut lai klo tau awal gin mending pake grab harga maxim,0.07078588008880615,0.0,0.0
gilaa baru kali mesen maxim ride sesuai sop banget drivernya muter maklum sih kalau tau jalan cuman turunin tengah jalan kali nyampee tuju jugaa udah diturunin udah minta bayar full sesuai aplikasi udah gw ikhlas sama ongkos cuman segitunya minimal sesuai sop tanggung jawab gitu sedih,0.4477332830429077,0.0,0.0
aplikasi donk transport air speed boat adakan mudah,0.9529820270836353,1.0,1.0
order malam buat pagi udah dapet driver pas malam hari eh pagi tiba ganti driver sendiri mana saldo kaspro potong x maksud gimana fitur chatnya sering ngebug mana lokasi gak akurat parah,0.03100186586380005,0.0,0.0
alhamdulillahsdh tujuh terima kasih mas,0.9997719092934858,1.0,1.0
dapet order jauh terus kadang yg menit mau bunuh driver gmn sy cm langgan tp punya hati,0.4684663414955139,0.0,0.0
nice,0.8411723524332047,1.0,1.0
makin lama makin ga jelas aplikasi nya,0.10569041967391968,0.0,0.0
rasa puas layan aplikasi maxim,0.9898027144372463,1.0,1.0
oke aja,0.9951762515120208,1.0,1.0
top up k jadi k,0.5834816098213196,1.0,1.0
mantap kk,0.9979902433697134,1.0,1.0
baik,0.9890573062002659,1.0,1.0
susah bikin lapor kasus barang tinggal armada mobil maximcar no call center bikin adu via email slow respon,0.06934928894042969,0.0,0.0
cari laksana lama skli kadang gak bawa helm duh nyesel dah pake maxim,0.2311077117919922,0.0,0.0
waktu tunggu terlalu lama jam lebih padahal banyak driver dekat kurang tahu apa milih order drivernya jd tdk konfirmasi order yg mohon layan tingkat soal patuh driver radius cari dekat mau beri layan kpd konsumen optimal,0.516446977853775,1.0,1.0
baik,0.9890573062002659,1.0,1.0
kasih bintang dulu aplikasi bagus kemudi nya ngak bagus kasar terus ngak mau tunggu lama cepat jadi ngak bagus dehh,0.9997626471013064,1.0,1.0
buruk,0.3179672360420227,0.0,0.0
baik sekali,0.9960167235694826,1.0,1.0
cepat barang aman,0.9985332958167419,1.0,1.0
good,0.9906724849715829,1.0,1.0
uhuyyyy kewren pizan,0.5848404765129089,1.0,1.0
sy lupa barang d mobil kantong biru,0.9506401941180229,1.0,0.0
baik terimakasih,0.9996850462921429,1.0,1.0
mobil bersih wangi driver sopan,0.9946129135787487,1.0,1.0
buruk,0.3179672360420227,0.0,0.0
sulit tentu lokasi,0.29439985752105713,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
aplikasi lah yg gak driver nya milih rutepayah kl lo pade males ngambil tumpang yg jauh titik lokasi udh gitu harga gak sesuai tarif yg sdh tentu aplikasi mending gk ush patok tarif,0.04487717151641846,0.0,0.0
terimakasih percaya,0.9903410701081157,1.0,1.0
cepat baik,0.9991387469926849,1.0,1.0
makin gak beres aplikasi jujur nyesal aku kuota paket malah layan login terus gak muncul dtiambah saldo aku situ tahan gak dipakek enak pakai grab bayar pakai non tunai kecewa kali sama aplikasi,0.017724156379699707,0.0,0.0
ramah nyaman,0.9997114766447339,1.0,1.0
jelek masuk aplikasi minta kode sms parah,0.03008955717086792,0.0,0.0
bener bener zonk ni aplikasi driver driver nya udha baik baik nananya lama ga kira kata engga tp smpe nunggu menit trs w cancel dapet driver kek bilang engga tp smpe menit anjirlahh dah gt maps aplikasi mya ngawur bgt driver jauh posisi tulis smpe lol,0.7338870763778687,1.0,1.0
sumpah maxim app ojol paling murah dibenerin sih titik peta nya kemarin order maxim pake app temen aku biasa nya mah emang gapapa nyaman aja eh pas driver super hitung nyebelin driver nya emang nyambi gojek nah minta tunggu bentar gak menit trs gt pas aku mnta beli air buat nunggu macet trus paling sebel pas ampe rumah yg awal jadi padahal nya gak pernah gitu,0.0654064416885376,0.0,1.0
sangat puas,0.9938790872693062,1.0,1.0
bagus layan nya makasih mas,0.9998630240006605,1.0,1.0
ko ga tekan pesan kok ga halaman malah polos puting ga gambar tulis,0.05719316005706787,0.0,1.0
nice,0.8411723524332047,1.0,1.0
sangat baik,0.9979219604283571,1.0,1.0
kadang susah buat cari titik pickup,0.06200873851776123,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
apk yg gk peduli sama costumer,0.34088999032974243,0.0,1.0
baik ramah,0.9998861852800474,1.0,1.0
oke,0.981120316311717,1.0,1.0
kemudi baik sopan,0.9993834880879149,1.0,1.0
baik fitur nontunainya masa isi cashpronbha nunggu hampir menit baru masuk topupnya jadi lama orang mau berangkat hadeh,0.9739121366292238,1.0,1.0
driver ny baik,0.9964491580612957,1.0,1.0
lama tawar order,0.8268173933029175,1.0,1.0
nyaman aman,0.9992135107750073,1.0,1.0
d perbaikin pesan drivernya jauh banget masa sy order dr sawangan dapet driver dr cipayung malah lebih jauh lg padahal tarif naik d baik,0.9616746194660664,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
layan driver sangat ramah ngasih order marah marah ga jelas ngedumel bilang nya udah nunggu satu jam panas pdhl menit yg lalu orang rumah keluar ga siapasiapa ngasih order ga benerr suruh ambil sendiri tanah bilang order cukup berat maksud apa ngatain customer bikin sakit hatiplis lah perbaikin attitude driver nya udah x loh giniiiii apa emng driver maxim gin semuaaa,0.398240864276886,0.0,0.0
maaf pernah coba pesan p engisian saldo sangat sulit ragu tempat lokasi sangat sulit padahal aktif lokasi hp beda aplikasi ojol lain moga segera benah ubah bintang,0.12014275789260864,0.0,0.0
driver maxim suka minta ongkir lebih x lipat padahal suka lebihin kalo pinta duluan gimana terus kemaren driver bohong udah bayar sana malah sini minta jadi double terus buat apa tarif murah kalo gak sesuai kadang si driver olo mana susah nyangkut gak semua kaya gitu rata lah gak dimahalin sekali aja belum minta maaf kasih bintang satu asal kasih bintang hapus sering,0.6454643607139587,1.0,0.0
aplikasi burukpembagian order nya adil fairbisa satu driver yg muncul padahal kali orderkelihatan buruk,0.07154339551925659,0.0,0.0
otorisasi nya sulit daftar nomor kode otpnya dikirimkirim bahkan minta kirim ulang ganti nomor hp tetap dapat kode,0.6297085881233215,1.0,0.0
mudah guna sangat bantu,0.9997247116989456,1.0,1.0
sangat baik pelayananya,0.9989736403804272,1.0,1.0
layan cukup baik,0.9992021144717,1.0,1.0
kasih gacor min driver,0.9954538885504007,1.0,1.0
alhamdulillah pelayanin baik ramah datang tempat waktu,0.9998989411105867,1.0,1.0
layan sangat muas terimakasih,0.9930156907066703,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
baik bangeeet bapaknyaa,0.9971246435306966,1.0,1.0
baru pertama nyoba maxim delivery eh duit colong driver mana ga tanggung jawab pihak maxim nya mending apk belah deh kaya,0.7024549543857574,1.0,1.0
mes makan tdk mau order sya knp,0.13557666540145874,0.0,0.0
aplikasi tolol jing manau nya kek aplikasi jaman batu murah paling parah gojek grabdll,0.033784568309783936,0.0,0.0
aplikasi cacat ah maps banyak kaga kenal udh gitu susah banget buat isi saldo maximnya kaga tombol isi ulang kocak,0.1781957745552063,0.0,0.0
baik,0.9890573062002659,1.0,1.0
good service,0.9977665292099118,1.0,1.0
maxime sbnrnya bagus cman kalau minta order lelet terima,0.9966242876835167,1.0,1.0
good,0.9906724849715829,1.0,1.0
aplikasi tolol sms telp verifikasi number satu abad ga masuk masuk,0.04053372144699097,0.0,0.0
aplikasi sangat bantu,0.9820940289646387,1.0,1.0
sangat kecewa pakai maxim lama driver tambah biaya baru cepat driverny lama harga nya sama kaya gojek,0.4461667537689209,0.0,1.0
buruk bad banget dapet driver nya minta bayar lebih gak sesuai total yg aplikasinominal lebih hampir paruh total aplikasi dalih bilang rute nya muter bikin rugi bensin waktu kocak gin layan nya pecat aja driver yg model begini dah customer lu yg ketemu tu driver bakal dpet alam buruk ujung alih layan ojol,0.02384132146835327,0.0,0.0
baik,0.9890573062002659,1.0,1.0
lama loadingnya nentuin lokasi rada susah,0.04940187931060791,0.0,0.0
titik nya jelas nyari alamat nya susah cari keluar ntah emang daerah cari ga maps nya ntah emang error maxim nya masa dulu nyari alamat rumah pesona lebak wangi tangerang keluar malah jakarta,0.028789281845092773,0.0,0.0
driver nya banyak gak jelas banyak mesum leceh,0.0374455451965332,0.0,0.0
awal yg sedih baru make apk nya mau support ehh malah driver yg asal asal pas nya apa belikan nya apa malah kasih tarif tambah,0.9010438695549965,1.0,1.0
apk minta kode pake no telp kirim kode otppadahal langanan maxim,0.07655435800552368,0.0,0.0
layan baik,0.9955610162578523,1.0,1.0
kalau hujan susah driver biaya udah tambah biar cepat malah g hampir jam lebih,0.163543701171875,0.0,0.0
ramah baik,0.9998866523019387,1.0,1.0
murah aman jangkau,0.994437628891319,1.0,1.0
baik antar lokasi terimakasih,0.9998429812549148,1.0,1.0
orang ramah,0.9966115017887205,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
the best,0.9857358178123832,1.0,1.0
aplikasi ga jelas,0.2292572259902954,0.0,0.0
terimakasih,0.9425998106598854,1.0,1.0
driver baik kali,0.99777777842246,1.0,1.0
top,0.8295735269784927,1.0,1.0
supir nya mantap kali asik,0.9995304361800663,1.0,1.0
maxim duri kok begini yabaru jam siangmau order makan aja susahgak terima orderanaduhh,0.8983479738235474,1.0,1.0
driver ramah baik,0.9998907946646796,1.0,1.0
baik,0.9890573062002659,1.0,1.0
mantap abang ramah jemput ceupat maksi maxim,0.9998597954254365,1.0,1.0
baik,0.9890573062002659,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
kerjasamanya dng ama bank elektronik masa bayar cash mlumelalu dana kerjasama,0.09762334823608398,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
baik,0.9890573062002659,1.0,1.0
kemudi ramah jalan aman,0.9998957188727218,1.0,1.0
the best,0.9857358178123832,1.0,1.0
ramah dn cepat,0.9996212433325127,1.0,1.0
sering kali tipu ojol nya suruh jmpt barang bawa kabur sya complain maxim ga gubris mmg sarang kriminal applikasi,0.08478611707687378,0.0,0.0
biaya delivery wilayah madiun jarak dekat sangat mahal cari driver sulit,0.14877688884735107,0.0,0.0
moga makin lancar berkah terimakasih,0.9998145284189377,1.0,1.0
kadang bagus kadang buruk kalau mau login masa ga muncul muncul kode kadang ga masuk maximnya sendiri,0.0380551815032959,0.0,0.0
sangat bagus,0.9970667778979987,1.0,1.0
sangat ramah,0.9978517529089004,1.0,1.0
mantap cepat bgt,0.9992792124394327,1.0,1.0
gps mobil jln tak aktif,0.9423382915556431,1.0,1.0
aplikasi scam kasih saldo gratis staff maxim pergi sekolah malah gak dipake soal bayar nontunai coming soon kata saldo hangus bulan nyata cuma minggu bagi food banyak udah sold out padahal pas liat platform maxim stock pokok kecewa banget sama staff aplikasi kalo nge scam begini mending hapus aja play store,0.08305090665817261,0.0,0.0
mohon semua maxim segera cepat sering lambat maxim,0.8598688691854477,1.0,1.0
mantap supir nya ramah jga moga banyak bang tumpang,0.9999004506971687,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
keren,0.9394704177975655,1.0,1.0
driver sangat ramah,0.9981081982841715,1.0,1.0
ramah,0.9885368775576353,1.0,1.0
pihak maxim skli kondisi hujan jemput g seui titik blm jemput tpi udh mnta oke kan apa sih mau nya sya yg klur jalan dribrumah buat datagin basah baju bsah hp trs pas tanya alas nya banyak motor g masuk pada motor cuma pinggir jalan sering pkek mobil klur masuk udh lma loh pkek apk maxim masa iya laku kaya gitu kan costumer buat lah costumer nayamn bukan nya bikin badood,0.9165803790092468,1.0,1.0
aplikasi tiba gak buka padahal lg bener butuh maxim tp pagi aplikasi gak buka sy ketik barangkali butuh update tp nyata kecewa,0.022459447383880615,0.0,0.0
good,0.9906724849715829,1.0,1.0
pas mau pesan gomart harga beranda sama mau check out kuq beda jadi gak jadi deh pesan nya,0.09552621841430664,0.0,0.0
aplikasi bodoh,0.3079758882522583,0.0,0.0
aplikasi nya jelek apa loading mulu eh suruh login ulang gajelas,0.06574910879135132,0.0,0.0
ramah tamah asik legenda,0.999414777266793,1.0,1.0
pagi inikeadaan hujan deras memang pas dateng tanya manteldia mantel cuma bawa kalau mantel memang tdk masuk dlm selamat tumpang driverlah yg tanya helm driver punya helm satuapa pas terima order tumpang lihat tujuannyaini tujuann lumayan jauh lah klsaya cancel karna helm posisi hujan pulas driver tdk terima minta bayar tolakakun driver beda asli,0.7236566543579102,1.0,1.0
layan baik cepat ramah baik kati selalu abangda,0.9999338898196584,1.0,1.0
bad,0.37891238927841187,0.0,0.0
sangat ramah,0.9978517529089004,1.0,1.0
bapak benarbenar sangat baik ramah,0.9999441080908582,1.0,1.0
aplikasi sampah lot banget kayak tahun,0.5583562552928925,1.0,1.0
baik,0.9890573062002659,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
maxim nih aneh drivernya masa ga usaha buat nyari titik bener terus orang baperan semua drivernya,0.05473142862319946,0.0,0.0
driver seringkali ugalugalan prioritas selamat driver sering judes bye,0.6519127190113068,1.0,1.0
nomor call center utk adu,0.8186073154211044,1.0,0.0
baikk,0.6446661055088043,1.0,1.0
sangat bagus baik,0.999922975548543,1.0,1.0
jangan cancel cancel pesan orangsusah nyari maxim,0.06246441602706909,0.0,1.0
bagus cepat,0.9988886786159128,1.0,1.0
driver baik,0.9944812632165849,1.0,1.0
apa gak jelas nunggu kode verifikasi sms gak keluar keluar gak otomatis ngasih pakai tlp gak ngomog apa langsung mati tlp gj,0.012115776538848877,0.0,0.0
sangat puas layan maxim,0.99687932850793,1.0,1.0
driver ramah baik,0.9998907946646796,1.0,1.0
baik banget bapak,0.9989735342096537,1.0,1.0
the best,0.9857358178123832,1.0,1.0
mantap dah,0.9980843068333343,1.0,1.0
terimaksih udah sangat ramah sopan,0.9997128424583934,1.0,1.0
map nya ga jelas,0.3486006259918213,0.0,0.0
sangat puas,0.9938790872693062,1.0,1.0
layan nya sangat baik,0.9991405169130303,1.0,1.0
semalem dapet driver ojek yg songong minta ampun ga punya adab etika sampe maki fitnah makan belanja pake duit haram ckup ampe sini ajaa pake maxim dn driver nya an yudi iryansyah moga hidup lo kek gtu aja smpe turun,0.19666409492492676,0.0,1.0
bagus,0.9842692036181688,1.0,1.0
lawak map,0.7699165791273117,1.0,1.0
asik komunikatif,0.777948722243309,1.0,1.0
gw salah order makan mau batal gk suruh ganti pesan malah sen sama driver males semua klo order makan nunggu nya jam udh keburu lapar duluan,0.04540830850601196,0.0,0.0
lama buat beli makan kira smua orang order food tipu segitu takut nya sampe gada rasa percaya sama customer padahal akun bagus ga aneh aneh se parno driver driver maxim mau jakarta ato bogor gada beda nya bahkan sampe niat lapar ilang nunggu order,0.06974571943283081,0.0,0.0
kerja bagus kak,0.9994009307702072,1.0,1.0
aplikasi menjengkelkanawal pesan harga k masuk mobil langsung ubah tarif jadi ktolong penjelasnnya begitju,0.07091635465621948,0.0,1.0
bagus,0.9842692036181688,1.0,1.0
awal suka maxim tiap trip selalu pakai apk tpi bikin bt drivernya begitu driver naik tarif sendiri padahal apk beda alas update baru,0.21848618984222412,0.0,0.0
ramah sopan,0.998957663658075,1.0,1.0
akun driver nya pindah tangan sungguh jamin aman selam langgan driver gebit pakai akun apk nya murah,0.9479400143027306,1.0,1.0
pesan maxim bike banyak titik alamat muncul sulit ribet,0.03842306137084961,0.0,0.0
layan bagus sy kecewa kok data deskripsi bobol sama tipu akhir banyak yg kena tipu kalau pakai maxim utk delivery,0.34717482328414917,0.0,0.0
sangat buruksaya punya alam pernah hilang handphone guna jasa maxim,0.36876851320266724,0.0,0.0
driver ramah,0.994302005507052,1.0,1.0
bm vf yg minta ganti rugi,0.15875458717346191,0.0,0.0
login susah bet dah,0.11882340908050537,0.0,0.0
kalau bikin iklan jangan jelek tetangga belah,0.08608222007751465,0.0,1.0
halo admin maxim mud nama i ketut wandra daihatsu xenia biru dkaby kemudi ugalan ras suku kata kasar tumpang tumpang turun bukan tempat tuju mohon tindak lanjut nyaman sama terima kasih,0.9777916371822357,1.0,0.0
jalan lebih mudah maxim,0.9979747051838785,1.0,1.0
top up dana maxim wallet muncul dana nya aplikasi,0.45925575494766235,0.0,1.0
sangat baik gercep,0.9985807868652046,1.0,1.0
kalau admin jangan mahal ubah terus adminnya motongnya ngeri banget kemarin sekarang mau apa sih konsisten jang rugi langgan kesel,0.05292874574661255,0.0,0.0
bagus aman ramah,0.9999736256631877,1.0,1.0
bagus nunggu nya lama,0.9983830113196746,1.0,1.0
baik,0.9890573062002659,1.0,1.0
kalau nyariin driver jangan jarak jauh dong mesti nunggu dg waktu menit lebih jarak lumayan jauh loaksi,0.9799102041870356,1.0,1.0
layan sangat bagus,0.9979865222703665,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
aplikasi taik rating ancur bukan kasih order zonk sama sekali pagi tot lah mending itnya suruh ngentod aja kalo kerja gak becus bangkrut aja sekali lu maxim order makin lama makin sepi tambah aja terus driver costumer zonk,0.20058917999267578,0.0,0.0
oke,0.981120316311717,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
aplikasi wajib membtu supir maxim order fiktip paling banyak jadi si supir rugi konsumen wajib beri nama nomer supir si supir hrus peripikasi wajah terima nomer nama tumpang pergoreder bnyak yg piktif penguna maxim mau semua kasi si supir udah capek ongkir murah minyak mengung rugi tambah bohongin konsumen mesan php in igat bantu supir iklas bntu,0.3056336045265198,0.0,0.0
bantu beli makan amanah jujur,0.9996329971472733,1.0,1.0
opsi cancel mohon baik,0.9980126041918993,1.0,1.0
aku kecewa cakung bsd minta nya ribu asli nya ribu bom lokasi suruh batalin,0.08820462226867676,0.0,0.0
order ribet nyari petakeburu kiamat baru driver,0.08051913976669312,0.0,0.0
orang nya ramah,0.9987296462059021,1.0,1.0
map mana parahhh parah,0.3075264096260071,0.0,0.0
sangat baik ramah,0.9999323630690924,1.0,1.0
baik,0.9890573062002659,1.0,1.0
perhati soal kaspro,0.3165643811225891,0.0,0.0
bagus,0.9842692036181688,1.0,1.0
terimakasih banyak pak moga sehat selalu makin banyak order amin,0.9996265484660398,1.0,1.0
kasih bintang aja dh males liat driver maxim yg suka nolak order padahal jarak gw tuh dekat tpi malah tolak gw dah alami banyak apk mulai driver motormobil mau terima order masuk sistem maxim lempar order driver tentu padahal yg dekat yg malah yg jauh,0.9485871195793152,1.0,1.0
kemudi ramah cepat merespon beri tanda bayar aplikasi maxim jalan claim guna hak dapat bukti bayar sah aplikasi,0.9649935998022556,1.0,1.0
benah cara kerja driver yg sesuai sop pakai identitas maxim driver bayar sesuai dg alas kembali pakai celana pendek kemudi ugal ugalan,0.11523836851119995,0.0,0.0
tetep tinggkatkan ramah,0.998191463178955,1.0,1.0
ramah,0.9885368775576353,1.0,1.0
awal neng pke apk maxim tpi lama jadi muak sma driver nya yng minta lebihin lah mnding mnta dikit inimah banyak trs klw gaada kembali masa gw yng kesana kesini nyari kembali mna suruh minjem duit dlu kata driver nya males bngt bnyak mau nya driver maxim mah,0.3234224319458008,0.0,0.0
kemarin susah banget buka apa nya loading terus nunggu hampir tengah jam uninstall baru instal tetap aja ga buka padahal kemarin kemarin bagus aja,0.7863377332687378,1.0,0.0
mantap bossku,0.9948782124556601,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
ngk bnyak drama,0.6860449612140656,1.0,0.0
akses lokasi udah tanda titik lokasi gak malah gg belah tuju udah udah jelas eeh gak hadehh,0.030404269695281982,0.0,1.0
harga cukup jangkau cuma buwat cari driver nya susah banget gk dapet udh sampir tengah jam lebh,0.08723676204681396,0.0,0.0
cepat tanggap mantap,0.9994724760763347,1.0,1.0
trauma pake aplikasi dapet oknum driver yg tempramen maksa kasih rating bagus,0.9964211769402027,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
psn makan tdk smpi sdh byr gopay atas minta driver sy baru pertama kl mengunakan driver tp sdh kecewa,0.047525227069854736,0.0,0.0
mau login aja susah bener nunggu kode otpnya sampe jam ga masuk ulang kali coba ga,0.055344998836517334,0.0,0.0
sangat bantu terima kasih maxim,0.999910668724624,1.0,1.0
salah antar jadi jalan jauh jadi,0.6334885060787201,1.0,0.0
kendara driver sangat layak operasi guna pihak maxim selektif,0.9931628569029272,1.0,1.0
batal order makan cancel pd toko yg tuju habis peta maxim up to date,0.05886882543563843,0.0,0.0
sukses,0.8687900751829147,1.0,1.0
makin sini makin gak jelas titik jemput nunggu lama kadang driver suka rewel tarif yg tetap bikin males langgan banyak baik layan nya,0.7124601900577545,1.0,1.0
baik,0.9890573062002659,1.0,1.0
harga lebih bersahabatmungkin map lebih baik,0.9995371055265423,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
sistem buruk bagus pikir driver,0.9316215589642525,1.0,0.0
aneh apk nya,0.28113067150115967,0.0,0.0
sangat baik,0.9979219604283571,1.0,1.0
terimakasih atas layan nya,0.9947835155762732,1.0,1.0
trimakasi bnyak kka,0.7649396508932114,1.0,1.0
parah driver pilih lama aghh lahh gj anjirr daerah muara teweh,0.29331111907958984,0.0,1.0
bagus,0.9842692036181688,1.0,1.0
ribet bangetmnta kode gak kasih kasih ganti nomor coba gak,0.9773259814828634,1.0,1.0
puas,0.9696573354303837,1.0,1.0
baik fitur pesan makan cancel jelas driver yg terima masig cancel,0.976321704685688,1.0,1.0
maps gak akurat pesan makan sering kosong warung tutup orang udah lapar jadi tambah emosi garagara aplikasi gak jelas,0.018071651458740234,0.0,0.0
sumpah jelek banget aplikasih semua lokasih gk cantum betul sulit cari lokasi kalau gk updet lokasi tutup aj aplikasi,0.025834739208221436,0.0,0.0
butuh udah instal mau login otp gak masuk malah lebih batas minta padahal gk kode masuk nomor telepon aktif dong baik bug,0.9301660433411598,1.0,1.0
perdana narik dapet order fiktif yg bau tipu,0.24361509084701538,0.0,1.0
asa nyaman ngebut,0.979107953608036,1.0,1.0
driver ugal ugalan akibat celaka mau aku salah respon maxim driver sangat bantu respon lama tanggung jawa customer jadi korban beri anggar sehat syarat anggar maxim sangat ribet,0.4386366009712219,0.0,0.0
driver sangat baik,0.9981536533450708,1.0,1.0
baik,0.9890573062002659,1.0,1.0
driver welcome,0.541304737329483,1.0,1.0
aplikasi ga jelas banget kemarin paket hemat driver tiba driver express,0.15272533893585205,0.0,1.0
makasih banyak a sabar bangett aa nya,0.9681075140833855,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
luar biasa aman terima kasih,0.9999537077528657,1.0,1.0
bagus pelayanya cepat respon,0.9994370666681789,1.0,1.0
driver cabul maniso gatal nda otak gilaa,0.17137575149536133,0.0,0.0
